actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Quneitra,2015-05-25,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-06-23,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-06-24,Shelling,0,0,2,0
Armed opposition groups,Quneitra,2015-06-26,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-07-13,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-08-17,Shelling,0,0,2,0
Armed opposition groups,Quneitra,2015-09-25,Shelling,0,0,2,0
Armed opposition groups,Quneitra,2015-10-04,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-10-07,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-10-08,Explosion,0,0,2,0
Armed opposition groups,Quneitra,2015-10-13,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-10-15,Shelling,0,0,2,0
Armed opposition groups,Quneitra,2015-10-25,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2015-11-07,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2015-05-14,Shooting,2,0,2,0
Armed opposition groups,Raqqa,2015-08-02,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2015-08-04,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2015-10-27,Explosion,0,0,2,0
Armed opposition groups,Sweida,2015-01-03,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-01-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-01-26,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-05,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-06,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-12,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-13,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-26,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-02-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-03-01,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-03-03,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-03-08,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-03-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-03-23,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-03-24,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-03-30,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-04-03,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-04-15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-04-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-04-22,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-04-23,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-04-28,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-05-05,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-05-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-05-26,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-05-29,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-05-30,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-06-15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-06-21,Shelling,0,2,2,0
Armed opposition groups,Sweida,2015-06-25,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-07-04,Field Execution,0,0,2,0
Armed opposition groups,Sweida,2015-07-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-07-13,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-07-26,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-07-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-07-31,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-08-03,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-08-06,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-08-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-09-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-09-21,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-09-23,Kidnapping - Execution,0,0,2,0
Armed opposition groups,Sweida,2015-09-25,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-09-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-09-29,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-10-06,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-10-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-10-19,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-10-24,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-11-01,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-11-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-11-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-11-16,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-11-22,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-12-04,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-12-10,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-12-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2015-12-13,Shelling,0,0,2,0
Armed opposition groups,Tartous,2015-01-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-12,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-13,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-14,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-26,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-28,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-29,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-01-30,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-02-07,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-02-12,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-02-18,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-02-21,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-02-22,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-02-23,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-02-24,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-03-04,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-03-07,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-03-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-03-10,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-03-16,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-03-24,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-03-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-04-08,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-04-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-04-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-04-18,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-04-21,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-04-22,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-02,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-05,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-10,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-12,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-18,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-26,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-27,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-05-30,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-06,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-10,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-16,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-17,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-19,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-06-27,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-01,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-07,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-10,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-14,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-16,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-17,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-18,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-21,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-24,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-26,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-28,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-30,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-07-31,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-08-17,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-08-24,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-08-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-08-28,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-09-02,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-09-06,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-09-08,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-09-15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-09-19,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-09-26,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-10-12,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-10-15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-10-21,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-10-27,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-10-30,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-11-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-11-16,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-11-24,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-11-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-11-30,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-12-08,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-12-17,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-12-22,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-12-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2015-12-29,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-01,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-02,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-04,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-05,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-06,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-07,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-11,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-12,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-13,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-21,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-29,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-30,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-01-31,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-02-02,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-02-05,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-02-08,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-02-10,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-02-13,Field Execution,0,0,2,0
Armed opposition groups,Unknown,2015-02-27,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-03-02,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-03-06,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-03-10,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-03-14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-03-26,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-03-28,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-03-29,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-04,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-10,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-18,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-21,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-24,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-26,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-04-27,Explosion,0,0,2,0
Armed opposition groups,Unknown,2015-05-02,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-05-04,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-05-12,Shelling,0,0,2,0
Armed opposition groups,Unknown,2015-05-14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-05-17,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-05-18,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-05-19,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-06-06,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-06-12,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-06-15,Explosion,0,0,2,0
Armed opposition groups,Unknown,2015-06-26,Explosion,0,0,2,0
Armed opposition groups,Unknown,2015-06-28,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-06-30,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-07-06,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-07-19,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-07-21,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-07-22,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-07-25,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-07-28,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-07-31,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-01,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-07,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-08,Explosion,0,0,2,0
Armed opposition groups,Unknown,2015-08-11,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-12,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-23,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-25,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-29,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-08-31,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-09-03,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-09-11,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-09-13,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-09-29,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-01,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-03,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-07,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-08,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-11,Explosion,0,0,2,0
Armed opposition groups,Unknown,2015-10-12,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-23,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-24,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-10-31,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-11-07,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-11-12,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-11-18,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-12-14,Kidnapping - Execution,0,0,2,0
Armed opposition groups,Unknown,2015-12-15,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-12-24,Shooting,0,0,2,0
Armed opposition groups,Unknown,2015-12-29,Shooting,0,0,2,0
International coalition forces,Aleppo,2015-08-03,Warplane shelling,0,2,2,0
International coalition forces,Aleppo,2015-08-29,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2015-01-18,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2015-02-03,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2015-06-11,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2015-06-19,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2015-06-26,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2015-10-08,Warplane shelling,0,0,2,0
International coalition forces,Deir Ezzor,2015-10-22,Warplane shelling,0,0,2,0
International coalition forces,Hama,2015-11-20,Warplane shelling,0,0,2,0
International coalition forces,Hasakeh,2015-02-23,Warplane shelling,0,2,2,0
International coalition forces,Hasakeh,2015-02-26,Warplane shelling,2,0,2,0
International coalition forces,Hasakeh,2015-04-17,Warplane shelling,0,0,2,0
International coalition forces,Hasakeh,2015-05-08,Warplane shelling,0,2,2,0
International coalition forces,Hasakeh,2015-05-27,Warplane shelling,0,0,2,0
International coalition forces,Hasakeh,2015-07-11,Warplane shelling,0,2,2,0
International coalition forces,Homs,2015-06-23,Warplane shelling,0,0,2,0
International coalition forces,Homs,2015-10-18,Warplane shelling,0,0,2,0
International coalition forces,Raqqa,2015-07-11,Warplane shelling,0,0,2,0
International coalition forces,Raqqa,2015-08-15,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-01-22,Other,0,2,2,0
Russian troops,Aleppo,2015-01-26,Other,0,2,2,0
Russian troops,Aleppo,2015-01-29,Other,0,2,2,0
Russian troops,Aleppo,2015-02-04,Other,0,2,2,0
Russian troops,Aleppo,2015-10-06,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-11-01,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-11-02,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-11-05,Warplane shelling,2,0,2,0
Russian troops,Aleppo,2015-11-08,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-11-10,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-11-20,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-11-26,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-12-19,Warplane shelling,0,0,2,0
Russian troops,Aleppo,2015-12-20,Warplane shelling,2,0,2,0
Russian troops,Damascus Suburbs,2015-10-14,Warplane shelling,2,0,2,0
Russian troops,Damascus Suburbs,2015-11-04,Warplane shelling,0,0,2,0
Russian troops,Damascus Suburbs,2015-11-19,Warplane shelling,0,2,2,0
Russian troops,Damascus Suburbs,2015-11-22,Warplane shelling,0,0,2,0
Russian troops,Daraa,2015-11-22,Warplane shelling,0,2,2,0
Russian troops,Daraa,2015-12-10,Warplane shelling,0,0,2,0
Russian troops,Deir Ezzor,2015-02-25,Warplane shelling,2,0,2,0
Russian troops,Deir Ezzor,2015-10-30,Warplane shelling,0,2,2,0
Russian troops,Deir Ezzor,2015-11-04,Warplane shelling,0,0,2,0
Russian troops,Deir Ezzor,2015-11-12,Warplane shelling,0,0,2,0
Russian troops,Deir Ezzor,2015-12-02,Explosion,2,0,2,0
Russian troops,Hama,2015-10-08,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-10-13,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-10-31,Explosion,0,0,2,0
Russian troops,Hama,2015-11-09,Warplane shelling,0,2,2,0
Russian troops,Hama,2015-11-12,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-11-13,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-11-15,Warplane shelling,0,2,2,0
Russian troops,Hama,2015-11-18,Warplane shelling,0,2,2,0
Russian troops,Hama,2015-12-08,Warplane shelling,2,0,2,0
Russian troops,Hama,2015-12-09,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-12-11,Warplane shelling,0,2,2,0
Russian troops,Hama,2015-12-15,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-12-18,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-12-24,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-12-30,Warplane shelling,0,0,2,0
Russian troops,Hama,2015-12-31,Warplane shelling,0,0,2,0
Russian troops,Hasakeh,2015-12-24,Warplane shelling,0,2,2,0
Russian troops,Homs,2015-10-04,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-10-13,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-10-21,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-11-05,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-11-16,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-11-26,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-12-09,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-12-20,Warplane shelling,0,2,2,0
Russian troops,Homs,2015-12-24,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-12-25,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-12-29,Warplane shelling,0,0,2,0
Russian troops,Homs,2015-12-31,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-10-22,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-11-01,Warplane shelling,0,2,2,0
Russian troops,Idlib,2015-11-02,Warplane shelling,2,0,2,0
Russian troops,Idlib,2015-11-05,Warplane shelling,0,2,2,0
Russian troops,Idlib,2015-11-16,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-11-18,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-11-28,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-12-08,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-12-12,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-12-16,Warplane shelling,0,0,2,0
Russian troops,Idlib,2015-12-19,Warplane shelling,2,0,2,0
Russian troops,Idlib,2015-12-27,Warplane shelling,0,0,2,0
Russian troops,Raqqa,2015-11-29,Warplane shelling,0,2,2,0
